id,year,districtno,districtname,female,reth,source_file
6633,2013,987,Kentwood,1,White,tdemo2013_reth.csv
351,2013,122,Westlake,0,White,tdemo2013_reth.csv
7134,2013,987,Kentwood,0,White,tdemo2013_reth.csv
3254,2013,234,Radnor,1,Black,tdemo2013_reth.csv
7457,2013,987,Kentwood,1,White,tdemo2013_reth.csv
6760,2013,234,Radnor,1,Black,tdemo2013_reth.csv
4102,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3971,2013,987,Kentwood,0,White,tdemo2013_reth.csv
6011,2013,234,Radnor,0,White,tdemo2013_reth.csv
6363,2013,234,Radnor,1,White,tdemo2013_reth.csv
3093,2013,234,Radnor,1,White,tdemo2013_reth.csv
2490,2013,234,Radnor,0,White,tdemo2013_reth.csv
4696,2013,987,Kentwood,1,White,tdemo2013_reth.csv
537,2013,234,Radnor,1,White,tdemo2013_reth.csv
6776,2013,234,Radnor,1,White,tdemo2013_reth.csv
34,2013,234,Radnor,1,White,tdemo2013_reth.csv
6001,2013,234,Radnor,1,White,tdemo2013_reth.csv
5090,2013,234,Radnor,1,White,tdemo2013_reth.csv
6572,2013,234,Radnor,1,White,tdemo2013_reth.csv
277,2013,234,Radnor,1,White,tdemo2013_reth.csv
6994,2013,234,Radnor,1,White,tdemo2013_reth.csv
4591,2013,234,Radnor,1,Black,tdemo2013_reth.csv
6999,2013,234,Radnor,1,Black,tdemo2013_reth.csv
585,2013,987,Kentwood,1,White,tdemo2013_reth.csv
490,2013,234,Radnor,1,White,tdemo2013_reth.csv
4881,2013,234,Radnor,1,White,tdemo2013_reth.csv
4888,2013,234,Radnor,1,White,tdemo2013_reth.csv
1442,2013,234,Radnor,1,White,tdemo2013_reth.csv
4843,2013,234,Radnor,1,White,tdemo2013_reth.csv
6095,2013,234,Radnor,1,White,tdemo2013_reth.csv
745,2013,234,Radnor,1,White,tdemo2013_reth.csv
5498,2013,234,Radnor,0,White,tdemo2013_reth.csv
5171,2013,234,Radnor,0,White,tdemo2013_reth.csv
2055,2013,234,Radnor,0,White,tdemo2013_reth.csv
1901,2013,234,Radnor,1,White,tdemo2013_reth.csv
2244,2013,234,Radnor,1,White,tdemo2013_reth.csv
7398,2013,234,Radnor,1,White,tdemo2013_reth.csv
5209,2013,234,Radnor,0,White,tdemo2013_reth.csv
3476,2013,234,Radnor,0,White,tdemo2013_reth.csv
320,2013,234,Radnor,1,Black,tdemo2013_reth.csv
5044,2013,234,Radnor,1,White,tdemo2013_reth.csv
5723,2013,234,Radnor,1,White,tdemo2013_reth.csv
3697,2013,234,Radnor,1,White,tdemo2013_reth.csv
1338,2013,234,Radnor,1,White,tdemo2013_reth.csv
3841,2013,234,Radnor,1,White,tdemo2013_reth.csv
1204,2013,234,Radnor,1,White,tdemo2013_reth.csv
5808,2013,234,Radnor,1,White,tdemo2013_reth.csv
7239,2013,234,Radnor,0,White,tdemo2013_reth.csv
5963,2013,234,Radnor,0,White,tdemo2013_reth.csv
6436,2013,234,Radnor,1,White,tdemo2013_reth.csv
505,2013,234,Radnor,0,White,tdemo2013_reth.csv
3185,2013,234,Radnor,1,White,tdemo2013_reth.csv
5339,2013,234,Radnor,1,White,tdemo2013_reth.csv
4720,2013,234,Radnor,1,White,tdemo2013_reth.csv
2442,2013,234,Radnor,1,White,tdemo2013_reth.csv
2096,2013,234,Radnor,1,White,tdemo2013_reth.csv
2838,2013,987,Kentwood,1,White,tdemo2013_reth.csv
7460,2013,234,Radnor,1,White,tdemo2013_reth.csv
5512,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
2082,2013,234,Radnor,1,White,tdemo2013_reth.csv
1605,2013,234,Radnor,0,White,tdemo2013_reth.csv
2013,2013,234,Radnor,1,White,tdemo2013_reth.csv
4229,2013,234,Radnor,0,White,tdemo2013_reth.csv
508,2013,234,Radnor,1,White,tdemo2013_reth.csv
3865,2013,234,Radnor,1,White,tdemo2013_reth.csv
4327,2013,234,Radnor,1,White,tdemo2013_reth.csv
318,2013,234,Radnor,0,White,tdemo2013_reth.csv
4235,2013,234,Radnor,1,White,tdemo2013_reth.csv
3977,2013,234,Radnor,0,White,tdemo2013_reth.csv
5093,2013,234,Radnor,0,White,tdemo2013_reth.csv
138,2013,234,Radnor,0,White,tdemo2013_reth.csv
7436,2013,234,Radnor,1,White,tdemo2013_reth.csv
2424,2013,234,Radnor,1,White,tdemo2013_reth.csv
3146,2013,234,Radnor,1,White,tdemo2013_reth.csv
5868,2013,234,Radnor,1,White,tdemo2013_reth.csv
653,2013,234,Radnor,0,White,tdemo2013_reth.csv
31,2013,234,Radnor,1,White,tdemo2013_reth.csv
182,2013,987,Kentwood,1,Black,tdemo2013_reth.csv
3018,2013,234,Radnor,1,White,tdemo2013_reth.csv
1454,2013,234,Radnor,0,White,tdemo2013_reth.csv
6076,2013,234,Radnor,1,White,tdemo2013_reth.csv
7261,2013,234,Radnor,1,White,tdemo2013_reth.csv
1932,2013,234,Radnor,1,White,tdemo2013_reth.csv
7296,2013,234,Radnor,1,White,tdemo2013_reth.csv
4579,2013,234,Radnor,1,White,tdemo2013_reth.csv
3503,2013,234,Radnor,0,White,tdemo2013_reth.csv
2674,2013,234,Radnor,0,White,tdemo2013_reth.csv
2821,2013,234,Radnor,0,White,tdemo2013_reth.csv
2781,2013,234,Radnor,1,White,tdemo2013_reth.csv
2132,2013,234,Radnor,0,White,tdemo2013_reth.csv
4904,2013,234,Radnor,0,White,tdemo2013_reth.csv
717,2013,234,Radnor,0,White,tdemo2013_reth.csv
5590,2013,234,Radnor,1,White,tdemo2013_reth.csv
6164,2013,234,Radnor,0,White,tdemo2013_reth.csv
5969,2013,234,Radnor,1,White,tdemo2013_reth.csv
1607,2013,234,Radnor,0,Black,tdemo2013_reth.csv
3180,2013,234,Radnor,0,White,tdemo2013_reth.csv
3641,2013,122,Westlake,1,White,tdemo2013_reth.csv
3652,2013,234,Radnor,1,White,tdemo2013_reth.csv
887,2013,234,Radnor,1,White,tdemo2013_reth.csv
5016,2013,234,Radnor,0,White,tdemo2013_reth.csv
6749,2013,234,Radnor,1,White,tdemo2013_reth.csv
6644,2013,234,Radnor,1,White,tdemo2013_reth.csv
2991,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3798,2013,234,Radnor,1,White,tdemo2013_reth.csv
557,2013,234,Radnor,0,Black,tdemo2013_reth.csv
4394,2013,234,Radnor,0,White,tdemo2013_reth.csv
3425,2013,122,Westlake,1,,tdemo2013_reth.csv
429,2013,234,Radnor,0,White,tdemo2013_reth.csv
2470,2013,234,Radnor,1,White,tdemo2013_reth.csv
3366,2013,234,Radnor,1,White,tdemo2013_reth.csv
2007,2013,234,Radnor,1,White,tdemo2013_reth.csv
6121,2013,234,Radnor,1,White,tdemo2013_reth.csv
6917,2013,234,Radnor,1,White,tdemo2013_reth.csv
3944,2013,234,Radnor,1,White,tdemo2013_reth.csv
6523,2013,987,Kentwood,1,White,tdemo2013_reth.csv
2728,2013,234,Radnor,0,White,tdemo2013_reth.csv
5039,2013,987,Kentwood,1,White,tdemo2013_reth.csv
4479,2013,234,Radnor,1,White,tdemo2013_reth.csv
5265,2013,234,Radnor,1,White,tdemo2013_reth.csv
563,2013,234,Radnor,1,White,tdemo2013_reth.csv
6669,2013,234,Radnor,1,Black,tdemo2013_reth.csv
3500,2013,234,Radnor,1,White,tdemo2013_reth.csv
7415,2013,234,Radnor,1,White,tdemo2013_reth.csv
4001,2013,234,Radnor,1,White,tdemo2013_reth.csv
144,2013,987,Kentwood,1,White,tdemo2013_reth.csv
2565,2013,987,Kentwood,1,White,tdemo2013_reth.csv
1695,2013,234,Radnor,1,White,tdemo2013_reth.csv
3228,2013,234,Radnor,0,Black,tdemo2013_reth.csv
4862,2013,234,Radnor,1,White,tdemo2013_reth.csv
404,2013,234,Radnor,1,White,tdemo2013_reth.csv
5794,2013,234,Radnor,1,White,tdemo2013_reth.csv
1782,2013,234,Radnor,1,White,tdemo2013_reth.csv
1786,2013,234,Radnor,0,White,tdemo2013_reth.csv
1144,2013,987,Kentwood,1,,tdemo2013_reth.csv
4709,2013,234,Radnor,1,White,tdemo2013_reth.csv
5472,2013,234,Radnor,0,White,tdemo2013_reth.csv
6846,2013,234,Radnor,1,White,tdemo2013_reth.csv
2094,2013,234,Radnor,0,White,tdemo2013_reth.csv
2952,2013,234,Radnor,1,White,tdemo2013_reth.csv
3789,2013,234,Radnor,1,White,tdemo2013_reth.csv
2785,2013,234,Radnor,1,White,tdemo2013_reth.csv
630,2013,987,Kentwood,1,White,tdemo2013_reth.csv
378,2013,234,Radnor,1,White,tdemo2013_reth.csv
2095,2013,122,Westlake,1,White,tdemo2013_reth.csv
1654,2013,987,Kentwood,1,White,tdemo2013_reth.csv
6763,2013,234,Radnor,1,White,tdemo2013_reth.csv
5464,2013,234,Radnor,1,White,tdemo2013_reth.csv
7325,2013,234,Radnor,0,White,tdemo2013_reth.csv
6601,2013,234,Radnor,1,White,tdemo2013_reth.csv
82,2013,234,Radnor,1,White,tdemo2013_reth.csv
6237,2013,234,Radnor,1,White,tdemo2013_reth.csv
1307,2013,234,Radnor,1,White,tdemo2013_reth.csv
2090,2013,987,Kentwood,0,White,tdemo2013_reth.csv
7435,2013,234,Radnor,0,White,tdemo2013_reth.csv
521,2013,122,Westlake,1,White,tdemo2013_reth.csv
1431,2013,234,Radnor,1,White,tdemo2013_reth.csv
2064,2013,234,Radnor,1,White,tdemo2013_reth.csv
2262,2013,234,Radnor,1,White,tdemo2013_reth.csv
5806,2013,234,Radnor,1,White,tdemo2013_reth.csv
4688,2013,234,Radnor,1,White,tdemo2013_reth.csv
2537,2013,234,Radnor,1,White,tdemo2013_reth.csv
5615,2013,122,Westlake,1,White,tdemo2013_reth.csv
999,2013,234,Radnor,0,White,tdemo2013_reth.csv
6606,2013,987,Kentwood,1,White,tdemo2013_reth.csv
5340,2013,234,Radnor,1,Black,tdemo2013_reth.csv
4893,2013,234,Radnor,1,White,tdemo2013_reth.csv
212,2013,234,Radnor,1,White,tdemo2013_reth.csv
5507,2013,234,Radnor,1,White,tdemo2013_reth.csv
6808,2013,234,Radnor,1,White,tdemo2013_reth.csv
6811,2013,234,Radnor,0,White,tdemo2013_reth.csv
7070,2013,234,Radnor,1,White,tdemo2013_reth.csv
906,2013,234,Radnor,1,White,tdemo2013_reth.csv
6716,2013,234,Radnor,1,White,tdemo2013_reth.csv
7461,2013,122,Westlake,1,White,tdemo2013_reth.csv
2598,2013,234,Radnor,1,White,tdemo2013_reth.csv
5106,2013,987,Kentwood,0,White,tdemo2013_reth.csv
3214,2013,234,Radnor,1,White,tdemo2013_reth.csv
4914,2013,234,Radnor,1,White,tdemo2013_reth.csv
3250,2013,234,Radnor,0,White,tdemo2013_reth.csv
6987,2013,234,Radnor,0,White,tdemo2013_reth.csv
5336,2013,987,Kentwood,1,White,tdemo2013_reth.csv
4254,2013,234,Radnor,1,White,tdemo2013_reth.csv
3867,2013,234,Radnor,1,White,tdemo2013_reth.csv
3687,2013,234,Radnor,1,White,tdemo2013_reth.csv
5371,2013,234,Radnor,0,White,tdemo2013_reth.csv
4237,2013,234,Radnor,1,White,tdemo2013_reth.csv
6642,2013,234,Radnor,0,White,tdemo2013_reth.csv
2690,2013,234,Radnor,1,Black,tdemo2013_reth.csv
522,2013,234,Radnor,0,White,tdemo2013_reth.csv
5230,2013,234,Radnor,1,White,tdemo2013_reth.csv
2466,2013,234,Radnor,0,White,tdemo2013_reth.csv
702,2013,234,Radnor,1,White,tdemo2013_reth.csv
5788,2013,234,Radnor,1,White,tdemo2013_reth.csv
2264,2013,234,Radnor,1,White,tdemo2013_reth.csv
6042,2013,234,Radnor,1,White,tdemo2013_reth.csv
555,2013,234,Radnor,1,White,tdemo2013_reth.csv
7186,2013,234,Radnor,1,White,tdemo2013_reth.csv
444,2013,234,Radnor,0,White,tdemo2013_reth.csv
1872,2013,234,Radnor,0,White,tdemo2013_reth.csv
7025,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3126,2013,987,Kentwood,1,White,tdemo2013_reth.csv
5845,2013,234,Radnor,1,White,tdemo2013_reth.csv
2312,2013,234,Radnor,0,White,tdemo2013_reth.csv
5621,2013,234,Radnor,0,White,tdemo2013_reth.csv
4467,2013,234,Radnor,1,White,tdemo2013_reth.csv
6827,2013,234,Radnor,1,White,tdemo2013_reth.csv
5240,2013,234,Radnor,0,White,tdemo2013_reth.csv
2059,2013,234,Radnor,1,White,tdemo2013_reth.csv
1379,2013,234,Radnor,1,Black,tdemo2013_reth.csv
1393,2013,234,Radnor,1,White,tdemo2013_reth.csv
4326,2013,234,Radnor,1,White,tdemo2013_reth.csv
1380,2013,234,Radnor,1,White,tdemo2013_reth.csv
4088,2013,234,Radnor,1,White,tdemo2013_reth.csv
3144,2013,234,Radnor,0,White,tdemo2013_reth.csv
3592,2013,122,Westlake,0,White,tdemo2013_reth.csv
7355,2013,234,Radnor,1,White,tdemo2013_reth.csv
1030,2013,234,Radnor,1,White,tdemo2013_reth.csv
5079,2013,234,Radnor,1,White,tdemo2013_reth.csv
6562,2013,234,Radnor,1,White,tdemo2013_reth.csv
5657,2013,234,Radnor,1,White,tdemo2013_reth.csv
2671,2013,234,Radnor,1,White,tdemo2013_reth.csv
1264,2013,234,Radnor,1,,tdemo2013_reth.csv
6653,2013,234,Radnor,0,White,tdemo2013_reth.csv
3322,2013,122,Westlake,1,White,tdemo2013_reth.csv
4022,2013,234,Radnor,0,White,tdemo2013_reth.csv
6986,2013,234,Radnor,0,White,tdemo2013_reth.csv
2097,2013,987,Kentwood,1,White,tdemo2013_reth.csv
5683,2013,234,Radnor,1,Black,tdemo2013_reth.csv
3207,2013,234,Radnor,1,White,tdemo2013_reth.csv
2997,2013,234,Radnor,1,White,tdemo2013_reth.csv
5763,2013,234,Radnor,0,Black,tdemo2013_reth.csv
7039,2013,234,Radnor,0,White,tdemo2013_reth.csv
4007,2013,234,Radnor,1,White,tdemo2013_reth.csv
5555,2013,234,Radnor,1,White,tdemo2013_reth.csv
4130,2013,234,Radnor,1,Black,tdemo2013_reth.csv
2469,2013,234,Radnor,1,White,tdemo2013_reth.csv
502,2013,234,Radnor,1,White,tdemo2013_reth.csv
7351,2013,234,Radnor,1,White,tdemo2013_reth.csv
2559,2013,234,Radnor,0,White,tdemo2013_reth.csv
5275,2013,234,Radnor,1,White,tdemo2013_reth.csv
3588,2013,234,Radnor,1,White,tdemo2013_reth.csv
5420,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3586,2013,234,Radnor,0,White,tdemo2013_reth.csv
5136,2013,987,Kentwood,0,Hispanic,tdemo2013_reth.csv
6380,2013,234,Radnor,1,White,tdemo2013_reth.csv
4767,2013,234,Radnor,1,White,tdemo2013_reth.csv
959,2013,234,Radnor,1,White,tdemo2013_reth.csv
6925,2013,234,Radnor,0,White,tdemo2013_reth.csv
1997,2013,234,Radnor,1,White,tdemo2013_reth.csv
4960,2013,234,Radnor,1,White,tdemo2013_reth.csv
2520,2013,234,Radnor,1,White,tdemo2013_reth.csv
4255,2013,234,Radnor,0,White,tdemo2013_reth.csv
4808,2013,987,Kentwood,1,White,tdemo2013_reth.csv
5221,2013,234,Radnor,1,White,tdemo2013_reth.csv
1677,2013,987,Kentwood,1,White,tdemo2013_reth.csv
7419,2013,234,Radnor,1,White,tdemo2013_reth.csv
2066,2013,234,Radnor,1,White,tdemo2013_reth.csv
2969,2013,234,Radnor,1,White,tdemo2013_reth.csv
5960,2013,987,Kentwood,1,White,tdemo2013_reth.csv
1093,2013,234,Radnor,1,White,tdemo2013_reth.csv
7267,2013,234,Radnor,1,White,tdemo2013_reth.csv
5446,2013,234,Radnor,1,White,tdemo2013_reth.csv
3967,2013,987,Kentwood,0,Black,tdemo2013_reth.csv
1905,2013,234,Radnor,1,White,tdemo2013_reth.csv
4797,2013,234,Radnor,0,White,tdemo2013_reth.csv
4770,2013,234,Radnor,1,White,tdemo2013_reth.csv
6612,2013,234,Radnor,1,White,tdemo2013_reth.csv
1078,2013,987,Kentwood,1,White,tdemo2013_reth.csv
2406,2013,987,Kentwood,1,Other,tdemo2013_reth.csv
5128,2013,234,Radnor,1,White,tdemo2013_reth.csv
5082,2013,234,Radnor,1,Black,tdemo2013_reth.csv
112,2013,122,Westlake,1,White,tdemo2013_reth.csv
157,2013,234,Radnor,1,White,tdemo2013_reth.csv
3964,2013,234,Radnor,1,White,tdemo2013_reth.csv
2367,2013,234,Radnor,1,Black,tdemo2013_reth.csv
2869,2013,234,Radnor,1,White,tdemo2013_reth.csv
68,2013,234,Radnor,1,White,tdemo2013_reth.csv
5849,2013,234,Radnor,0,White,tdemo2013_reth.csv
1951,2013,234,Radnor,1,White,tdemo2013_reth.csv
7148,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
4729,2013,234,Radnor,1,White,tdemo2013_reth.csv
518,2013,234,Radnor,1,White,tdemo2013_reth.csv
4339,2013,234,Radnor,1,White,tdemo2013_reth.csv
2825,2013,234,Radnor,0,White,tdemo2013_reth.csv
1697,2013,234,Radnor,1,White,tdemo2013_reth.csv
4454,2013,234,Radnor,1,White,tdemo2013_reth.csv
4257,2013,234,Radnor,1,White,tdemo2013_reth.csv
3481,2013,234,Radnor,1,White,tdemo2013_reth.csv
3378,2013,234,Radnor,1,White,tdemo2013_reth.csv
664,2013,234,Radnor,1,White,tdemo2013_reth.csv
1857,2013,234,Radnor,0,Black,tdemo2013_reth.csv
3987,2013,234,Radnor,1,White,tdemo2013_reth.csv
2245,2013,234,Radnor,1,White,tdemo2013_reth.csv
5200,2013,234,Radnor,1,White,tdemo2013_reth.csv
3410,2013,987,Kentwood,1,White,tdemo2013_reth.csv
4050,2013,987,Kentwood,0,White,tdemo2013_reth.csv
2612,2013,987,Kentwood,1,White,tdemo2013_reth.csv
4506,2013,234,Radnor,0,White,tdemo2013_reth.csv
5048,2013,234,Radnor,1,White,tdemo2013_reth.csv
6515,2013,234,Radnor,1,Black,tdemo2013_reth.csv
4270,2013,234,Radnor,1,Black,tdemo2013_reth.csv
3984,2013,234,Radnor,1,White,tdemo2013_reth.csv
649,2013,234,Radnor,0,White,tdemo2013_reth.csv
3552,2013,234,Radnor,1,White,tdemo2013_reth.csv
5141,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
3920,2013,234,Radnor,1,White,tdemo2013_reth.csv
3983,2013,234,Radnor,1,,tdemo2013_reth.csv
6028,2013,234,Radnor,1,White,tdemo2013_reth.csv
388,2013,234,Radnor,1,White,tdemo2013_reth.csv
5018,2013,234,Radnor,0,White,tdemo2013_reth.csv
1303,2013,234,Radnor,1,White,tdemo2013_reth.csv
3505,2013,234,Radnor,1,White,tdemo2013_reth.csv
4628,2013,234,Radnor,0,White,tdemo2013_reth.csv
2776,2013,234,Radnor,1,White,tdemo2013_reth.csv
121,2013,234,Radnor,1,White,tdemo2013_reth.csv
1257,2013,234,Radnor,1,Black,tdemo2013_reth.csv
2736,2013,234,Radnor,0,White,tdemo2013_reth.csv
485,2013,234,Radnor,1,Black,tdemo2013_reth.csv
2689,2013,234,Radnor,1,Black,tdemo2013_reth.csv
3346,2013,234,Radnor,1,White,tdemo2013_reth.csv
3161,2013,234,Radnor,1,White,tdemo2013_reth.csv
5897,2013,234,Radnor,0,White,tdemo2013_reth.csv
186,2013,234,Radnor,1,White,tdemo2013_reth.csv
1874,2013,234,Radnor,1,White,tdemo2013_reth.csv
872,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
5946,2013,234,Radnor,1,White,tdemo2013_reth.csv
3486,2013,234,Radnor,1,White,tdemo2013_reth.csv
5622,2013,234,Radnor,1,Black,tdemo2013_reth.csv
1469,2013,234,Radnor,1,White,tdemo2013_reth.csv
578,2013,234,Radnor,1,White,tdemo2013_reth.csv
1604,2013,234,Radnor,0,Black,tdemo2013_reth.csv
1410,2013,234,Radnor,0,White,tdemo2013_reth.csv
2041,2013,234,Radnor,1,White,tdemo2013_reth.csv
1324,2013,234,Radnor,0,White,tdemo2013_reth.csv
1012,2013,122,Westlake,0,White,tdemo2013_reth.csv
1285,2013,987,Kentwood,1,White,tdemo2013_reth.csv
753,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3394,2013,122,Westlake,1,White,tdemo2013_reth.csv
5581,2013,234,Radnor,1,White,tdemo2013_reth.csv
4557,2013,234,Radnor,1,White,tdemo2013_reth.csv
1612,2013,234,Radnor,1,White,tdemo2013_reth.csv
7155,2013,234,Radnor,1,White,tdemo2013_reth.csv
4273,2013,234,Radnor,0,,tdemo2013_reth.csv
1075,2013,122,Westlake,1,White,tdemo2013_reth.csv
5077,2013,234,Radnor,1,White,tdemo2013_reth.csv
5351,2013,234,Radnor,1,White,tdemo2013_reth.csv
257,2013,234,Radnor,1,Black,tdemo2013_reth.csv
5299,2013,234,Radnor,1,White,tdemo2013_reth.csv
3835,2013,234,Radnor,0,White,tdemo2013_reth.csv
1536,2013,234,Radnor,1,White,tdemo2013_reth.csv
7401,2013,234,Radnor,1,White,tdemo2013_reth.csv
1840,2013,234,Radnor,1,White,tdemo2013_reth.csv
53,2013,234,Radnor,1,White,tdemo2013_reth.csv
879,2013,234,Radnor,0,White,tdemo2013_reth.csv
184,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
5519,2013,234,Radnor,1,White,tdemo2013_reth.csv
2256,2013,234,Radnor,1,White,tdemo2013_reth.csv
6430,2013,234,Radnor,1,White,tdemo2013_reth.csv
6812,2013,234,Radnor,1,White,tdemo2013_reth.csv
5562,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
4829,2013,234,Radnor,0,White,tdemo2013_reth.csv
7238,2013,234,Radnor,1,White,tdemo2013_reth.csv
6979,2013,234,Radnor,0,White,tdemo2013_reth.csv
2701,2013,234,Radnor,1,White,tdemo2013_reth.csv
1018,2013,234,Radnor,0,White,tdemo2013_reth.csv
6863,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
3993,2013,234,Radnor,0,White,tdemo2013_reth.csv
3000,2013,234,Radnor,1,White,tdemo2013_reth.csv
6688,2013,234,Radnor,1,White,tdemo2013_reth.csv
3198,2013,234,Radnor,0,White,tdemo2013_reth.csv
6113,2013,234,Radnor,1,White,tdemo2013_reth.csv
2672,2013,234,Radnor,1,White,tdemo2013_reth.csv
1696,2013,234,Radnor,1,Black,tdemo2013_reth.csv
111,2013,234,Radnor,1,White,tdemo2013_reth.csv
4025,2013,234,Radnor,0,,tdemo2013_reth.csv
4870,2013,234,Radnor,1,White,tdemo2013_reth.csv
207,2013,234,Radnor,1,White,tdemo2013_reth.csv
5577,2013,234,Radnor,1,White,tdemo2013_reth.csv
7469,2013,234,Radnor,0,White,tdemo2013_reth.csv
2111,2013,234,Radnor,1,White,tdemo2013_reth.csv
1163,2013,234,Radnor,1,White,tdemo2013_reth.csv
7191,2013,234,Radnor,1,White,tdemo2013_reth.csv
4707,2013,234,Radnor,0,White,tdemo2013_reth.csv
448,2013,987,Kentwood,1,White,tdemo2013_reth.csv
908,2013,234,Radnor,1,Black,tdemo2013_reth.csv
2119,2013,987,Kentwood,1,White,tdemo2013_reth.csv
6359,2013,234,Radnor,0,White,tdemo2013_reth.csv
6879,2013,122,Westlake,0,Hispanic,tdemo2013_reth.csv
5427,2013,234,Radnor,0,White,tdemo2013_reth.csv
3001,2013,234,Radnor,0,White,tdemo2013_reth.csv
5385,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
3568,2013,987,Kentwood,1,White,tdemo2013_reth.csv
939,2013,234,Radnor,0,White,tdemo2013_reth.csv
1873,2013,234,Radnor,1,White,tdemo2013_reth.csv
2848,2013,234,Radnor,1,White,tdemo2013_reth.csv
1595,2013,234,Radnor,1,White,tdemo2013_reth.csv
3766,2013,234,Radnor,1,White,tdemo2013_reth.csv
2710,2013,987,Kentwood,1,White,tdemo2013_reth.csv
3882,2013,234,Radnor,1,White,tdemo2013_reth.csv
1714,2013,234,Radnor,1,White,tdemo2013_reth.csv
5199,2013,234,Radnor,1,White,tdemo2013_reth.csv
4259,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
1744,2013,234,Radnor,0,White,tdemo2013_reth.csv
7378,2013,234,Radnor,1,White,tdemo2013_reth.csv
1411,2013,234,Radnor,1,White,tdemo2013_reth.csv
500,2013,234,Radnor,0,White,tdemo2013_reth.csv
4834,2013,234,Radnor,1,White,tdemo2013_reth.csv
5594,2013,234,Radnor,1,White,tdemo2013_reth.csv
1752,2013,234,Radnor,0,White,tdemo2013_reth.csv
6004,2013,234,Radnor,1,White,tdemo2013_reth.csv
1825,2013,234,Radnor,1,White,tdemo2013_reth.csv
6110,2013,234,Radnor,1,White,tdemo2013_reth.csv
6610,2013,234,Radnor,1,White,tdemo2013_reth.csv
7450,2013,234,Radnor,1,White,tdemo2013_reth.csv
770,2013,234,Radnor,1,White,tdemo2013_reth.csv
5575,2013,234,Radnor,1,White,tdemo2013_reth.csv
1534,2013,234,Radnor,1,White,tdemo2013_reth.csv
4565,2013,234,Radnor,0,White,tdemo2013_reth.csv
3101,2013,987,Kentwood,0,White,tdemo2013_reth.csv
815,2013,234,Radnor,1,Black,tdemo2013_reth.csv
393,2013,234,Radnor,1,White,tdemo2013_reth.csv
1102,2013,234,Radnor,0,White,tdemo2013_reth.csv
5940,2013,234,Radnor,0,White,tdemo2013_reth.csv
6067,2013,234,Radnor,1,White,tdemo2013_reth.csv
970,2013,234,Radnor,1,White,tdemo2013_reth.csv
4539,2013,234,Radnor,0,White,tdemo2013_reth.csv
5601,2013,234,Radnor,1,White,tdemo2013_reth.csv
7257,2013,234,Radnor,1,White,tdemo2013_reth.csv
403,2013,987,Kentwood,0,White,tdemo2013_reth.csv
1302,2013,234,Radnor,1,White,tdemo2013_reth.csv
104,2013,234,Radnor,1,White,tdemo2013_reth.csv
799,2013,234,Radnor,1,Black,tdemo2013_reth.csv
7394,2013,234,Radnor,1,White,tdemo2013_reth.csv
4695,2013,234,Radnor,1,White,tdemo2013_reth.csv
338,2013,234,Radnor,1,White,tdemo2013_reth.csv
4971,2013,234,Radnor,1,White,tdemo2013_reth.csv
4600,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
3035,2013,234,Radnor,1,White,tdemo2013_reth.csv
3119,2013,234,Radnor,1,Black,tdemo2013_reth.csv
6059,2013,122,Westlake,1,White,tdemo2013_reth.csv
1798,2013,234,Radnor,1,Black,tdemo2013_reth.csv
1278,2013,122,Westlake,1,White,tdemo2013_reth.csv
2069,2013,234,Radnor,0,White,tdemo2013_reth.csv
3670,2013,234,Radnor,1,White,tdemo2013_reth.csv
3531,2013,234,Radnor,1,White,tdemo2013_reth.csv
6090,2013,234,Radnor,1,White,tdemo2013_reth.csv
4196,2013,234,Radnor,1,White,tdemo2013_reth.csv
6973,2013,234,Radnor,1,White,tdemo2013_reth.csv
1214,2013,234,Radnor,1,White,tdemo2013_reth.csv
5040,2013,234,Radnor,0,Black,tdemo2013_reth.csv
7111,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv
3871,2013,122,Westlake,1,White,tdemo2013_reth.csv
6850,2013,987,Kentwood,1,White,tdemo2013_reth.csv
6862,2013,234,Radnor,1,Black,tdemo2013_reth.csv
382,2013,987,Kentwood,1,White,tdemo2013_reth.csv
5606,2013,234,Radnor,1,White,tdemo2013_reth.csv
2489,2013,234,Radnor,0,White,tdemo2013_reth.csv
3739,2013,234,Radnor,1,White,tdemo2013_reth.csv
3653,2013,234,Radnor,1,White,tdemo2013_reth.csv
6000,2013,234,Radnor,1,White,tdemo2013_reth.csv
1486,2013,234,Radnor,1,White,tdemo2013_reth.csv
2325,2013,234,Radnor,1,White,tdemo2013_reth.csv
