id,year,districtno_x,districtname,female,reth,source_file_x,districtno_y,eval,source_file_y
6532,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,,teval2013.csv
6543,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
384,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5814,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2387,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5027,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1569,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3193,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
5925,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,3.0,teval2013.csv
6068,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2635,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1070,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
3850,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2437,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4249,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6835,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1916,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5070,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,1.0,teval2013.csv
1853,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
560,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7372,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1546,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5387,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
788,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5283,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
3614,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
249,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3693,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7385,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
1835,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3711,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7224,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2191,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5761,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7266,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7430,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6015,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
6275,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
438,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3313,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1425,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5981,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3010,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3231,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3685,2013,234,Radnor,1,Other,tdemo2013_reth.csv,234,4.0,teval2013.csv
2233,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
6348,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,2.0,teval2013.csv
392,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1561,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3859,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
4825,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5740,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5346,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4386,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3995,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3007,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1104,2013,987,Kentwood,1,Hispanic,tdemo2013_reth.csv,987,,teval2013.csv
7314,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2552,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7076,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6626,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5112,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
6389,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
161,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7033,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
5224,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
5220,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
6483,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6552,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4708,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3836,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1275,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3121,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1490,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2859,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4410,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,2.0,teval2013.csv
2698,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6056,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5329,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5764,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5764,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5816,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4041,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3775,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,3.0,teval2013.csv
6393,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
6545,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
928,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
3157,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6083,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
5440,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1929,2013,987,Kentwood,1,Black,tdemo2013_reth.csv,987,5.0,teval2013.csv
3345,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
5905,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4799,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6062,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3271,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
3915,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3372,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
1190,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2543,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
19,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5069,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
1428,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4873,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2472,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2045,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4141,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6268,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2057,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2374,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6698,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
625,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2627,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
7383,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4942,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3002,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5793,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
650,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1866,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7408,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4818,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7503,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5081,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3355,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2459,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1666,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5335,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3754,2013,122,Westlake,1,Black,tdemo2013_reth.csv,122,3.0,teval2013.csv
846,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2422,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3759,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
483,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
252,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6039,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4300,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
536,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5324,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2345,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1871,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
786,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
3733,2013,234,Radnor,0,Hispanic,tdemo2013_reth.csv,234,2.0,teval2013.csv
6631,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5289,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,4.0,teval2013.csv
5046,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7157,2013,234,Radnor,1,,tdemo2013_reth.csv,234,1.0,teval2013.csv
1629,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6069,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
1198,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4594,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5099,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1870,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4155,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
1166,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4223,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1662,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
3469,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,1.0,teval2013.csv
6020,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,4.0,teval2013.csv
2108,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7022,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
1167,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
1015,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,2.0,teval2013.csv
2631,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1304,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1523,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3520,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1567,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4036,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,,teval2013.csv
4533,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
4414,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2047,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
3426,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
1013,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6206,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1123,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3317,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7274,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,,teval2013.csv
1230,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
7364,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
761,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7367,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6470,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5055,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,4.0,teval2013.csv
7152,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7052,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7444,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4619,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3056,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
79,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1966,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6731,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
1668,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3329,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1146,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
1157,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
278,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
6342,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
4337,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4537,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
4350,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
687,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1408,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1282,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
749,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
793,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
951,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6777,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
2771,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5150,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1154,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5159,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2894,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1620,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4647,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2676,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
897,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
193,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5443,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5264,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6097,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4702,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7323,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4325,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1316,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1761,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
360,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6025,2013,234,Radnor,1,,tdemo2013_reth.csv,234,5.0,teval2013.csv
5787,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6798,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1111,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6218,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
1017,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5423,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,3.0,teval2013.csv
4065,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5825,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2363,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4529,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
3968,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3926,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2463,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5249,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5170,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6449,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
4906,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
2862,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1979,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7247,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4886,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2165,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2002,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
167,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2527,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4856,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
1498,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7016,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6690,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
3801,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2290,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6962,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2697,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6437,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5759,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6643,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
677,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
7336,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
619,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5714,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,2.0,teval2013.csv
35,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5508,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4271,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
148,2013,234,Radnor,0,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
2477,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
909,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4192,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5453,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
662,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6344,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1691,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
204,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,4.0,teval2013.csv
2147,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
639,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3665,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2624,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2353,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1208,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4957,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,,teval2013.csv
5483,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
2085,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
6991,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
25,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5647,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4753,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
5534,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
7287,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2089,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3988,2013,234,Radnor,1,,tdemo2013_reth.csv,234,4.0,teval2013.csv
5760,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2125,2013,122,Westlake,0,White,tdemo2013_reth.csv,122,4.0,teval2013.csv
676,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2555,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
604,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
5131,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
5396,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2018,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1433,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
3544,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6471,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6992,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4774,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6155,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4559,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,2.0,teval2013.csv
7210,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5593,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
5538,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
5637,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1869,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6482,2013,987,Kentwood,0,Hispanic,tdemo2013_reth.csv,987,4.0,teval2013.csv
